id,title,release_date,overview,popularity,vote_average,vote_count
28597,Problem Child 2,1991-07-03,"Junior and his father, Ben, move from Cold River to Mortville. Junior becomes threatened by Ben's desire to date again and find a new mother for Junior, and sabotages each of his dates.",52.6288,5.888,622
927342,Amaran,2024-10-31,"A heroic true story of Major Mukund Varadarajan, an Indian Army officer who displayed extraordinary bravery during a counterterrorism mission in Kashmir’s Shopian district. The film captures his courage in protecting his nation and the devotion of his wife Indhu Rebecaa Varghese.",47.1127,7.389,226
597,Titanic,1997-11-18,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.",45.8365,7.905,25940
19053,Valley Girl,1983-04-08,"Julie, a girl from the valley, meets Randy, a punk from the city. They are from different worlds and find love. Somehow they need to stay together in spite of her trendy, shallow friends.",40.7072,6.01,241
450465,Glass,2019-01-16,"In a series of escalating encounters, former security guard David Dunn uses his supernatural abilities to track Kevin Wendell Crumb, a disturbed man who has twenty-four personalities. Meanwhile, the shadowy presence of Elijah Price emerges as an orchestrator who holds secrets critical to both men.",38.8303,6.663,8639
1156593,Your Fault,2024-12-26,The love between Noah and Nick seems unwavering despite their parents' attempts to separate them. But his job and her entry into college open up their lives to new relationships that will shake the foundations of both their relationship and the Leister family itself.,45.7963,7.147,1225
335988,Transformers: The Last Knight,2017-06-16,"Humans and Transformers are at war. Optimus Prime is gone. The key to saving our future lies buried in the secrets of the past, in the hidden history of Transformers on Earth. Saving our world falls upon the shoulders of an unlikely alliance: Cade Yeager; Bumblebee; an English Lord; and an Oxford Professor.",38.8816,6.054,6350
1165067,Cosmic Chaos,2023-08-03,"Battles in virtual reality, survival in a post-apocalyptic wasteland, a Soviet spaceship giving a distress signal - Fantastic stories created with advanced special effects and passion.",42.9068,6.064,47
1104845,Plankton: The Movie,2025-03-08,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand — and decides to destroy the world without him.,44.2666,6.715,93
1405338,Demon City,2025-02-26,"Framed for his family's murder and left for dead, an ex-hitman will stop at nothing to exact revenge on the masked ""demons"" who have taken over his city.",44.2074,6.923,221
1022789,Inside Out 2,2024-06-11,"Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions! Joy, Sadness, Anger, Fear and Disgust, who’ve long been running a successful operation by all accounts, aren’t sure how to feel when Anxiety shows up. And it looks like she’s not alone.",43.22,7.556,5788
1184918,The Wild Robot,2024-09-12,"After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose.",46.6017,8.3,4818
1012290,South Park: The 25th Anniversary Concert,2022-08-14,"Trey Parker and Matt Stone celebrate South Park's 25th anniversary with a concert in Colorado, featuring Primus and Ween.",42.6181,8.219,48
1377424,Victoria,2024-12-14,"Victoria, a young beautician in a suburban beauty parlour, decides to elope with her Hindu boyfriend after a fierce clash with her conservative Catholic parents. Amidst the turmoil, a neighbour asks her to temporarily house an offering rooster destined for a festival at St. George church inside the parlour. Juggling the rooster's antics, unexpected clients, and her boyfriend's uncertainty, Victoria grapples with conflicting emotions leading to a day of intense personal and spiritual revelations.",42.8056,5.0,1
229,Bride of Frankenstein,1935-04-20,"Dr. Frankenstein and his monster both turn out to be alive, not killed as previously believed. Dr. Frankenstein wants to get out of the evil experiment business, but when a mad scientist, Dr. Pretorius, kidnaps his wife, Dr. Frankenstein agrees to help him create a new creature.",51.665,7.504,1011
7451,xXx,2002-08-09,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",44.4031,5.938,4402
278,The Shawshank Redemption,1994-09-23,"Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",41.8985,8.709,28219
1103432,Bloody Escape: Bats out of Hell,2024-01-05,"After being turned into a cyborg, Kisaragi faces pursuit from vampires and vengeful yakuza.",39.1292,5.333,3
447332,A Quiet Place,2018-04-03,A family is forced to live in silence while hiding from creatures that hunt by sound.,53.82,7.399,14512
206647,Spectre,2015-10-26,"A cryptic message from Bond’s past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",36.485,6.6,10698
21735,49th Parallel,1941-11-24,"In the early days of World War II, a German U-boat is sunk in Canada's Hudson Bay. Hoping to evade capture, a small band of German soldiers led by commanding officer Lieutenant Hirth attempts to cross the border into the United States, which has not yet entered the war and is officially neutral. Along the way, the German soldiers encounter brave men such as a French-Canadian fur trapper, Johnnie, a leader of a Hutterite farming community, Peter, an author, Philip and a soldier, Andy Brock.",44.0348,6.94,109
1084199,Companion,2025-01-22,"During a weekend getaway at a secluded lakeside estate, a group of friends finds themselves entangled in a web of secrets, deception, and advanced technology. As tensions rise and loyalties are tested, they uncover unsettling truths about themselves and the world around them.",46.4303,7.069,1180
319,True Romance,1993-09-09,"Clarence marries hooker Alabama, steals cocaine from her pimp, and tries to sell it in Hollywood, while the owners of the coke try to reclaim it.",40.411,7.545,2808
774370,Dog Man,2025-01-24,"When a faithful police dog and his human police officer owner are injured together on the job, a harebrained but life-saving surgery fuses the two of them together and Dog Man is born. Dog Man is sworn to protect and serve—and fetch, sit and roll over. As Dog Man embraces his new identity and strives to impress his Chief, he must stop the pretty evil plots of feline supervillain Petey the Cat.",42.8896,7.8,229
497,The Green Mile,1999-12-10,"A supernatural tale set on death row in a Southern prison, where gentle giant John Coffey possesses the mysterious power to heal people's ailments. When the cell block's head guard, Paul Edgecomb, recognizes Coffey's miraculous gift, he tries desperately to help stave off the condemned man's execution.",37.4821,8.504,18048
